timestamp,asset_id,temperature,vibration,pressure,current,flow_rate,health_score,risk_score
2025-02-19,AST-101,1076.37,3.24,103.76,403.44,651.7,81.75,13
2025-02-20,AST-101,1115.74,2.7,104.18,396.76,646.61,76.07,20
2025-02-21,AST-101,1080.93,3.2,106.05,397.82,650.02,81.0,22
2025-02-22,AST-101,1018.04,2.76,105.95,399.86,641.87,88.94,10
2025-02-23,AST-101,1043.13,2.16,105.09,399.23,654.61,91.37,7
2025-02-24,AST-101,1052.64,3.48,109.96,401.28,646.97,85.55,19
2025-02-25,AST-101,1064.72,2.56,104.47,402.94,642.71,86.81,12
2025-02-26,AST-101,1028.09,2.93,107.0,403.87,655.16,88.27,16
2025-02-27,AST-101,1051.96,3.49,104.61,400.65,648.04,85.65,9
2025-02-28,AST-101,1053.82,3.95,104.24,401.27,646.18,83.42,20
2025-03-01,AST-101,1055.71,4.43,103.86,401.9,644.29,81.15,14
2025-03-02,AST-101,1056.76,4.69,103.65,402.25,643.24,79.89,19
2025-03-03,AST-101,1057.9,4.97,103.42,402.63,642.1,78.52,17
2025-03-04,AST-101,1058.74,5.19,103.25,402.91,641.26,77.51,24
2025-03-05,AST-101,1059.6,5.4,103.08,403.2,640.4,76.48,18
2025-03-06,AST-101,1061.47,5.87,102.71,403.82,638.53,74.24,20
2025-03-07,AST-101,1062.41,6.1,102.52,404.14,637.59,73.1,27
2025-03-08,AST-101,1063.8,6.45,102.24,404.6,636.2,71.44,31
2025-03-09,AST-101,1064.32,6.58,102.14,404.77,635.68,70.82,27
2025-03-10,AST-101,1065.71,6.93,101.86,405.24,634.29,69.15,35
2025-03-11,AST-101,1066.3,7.08,101.74,405.43,633.7,68.44,29
2025-03-12,AST-101,1068.13,7.53,101.37,406.04,631.87,66.24,38
2025-03-13,AST-101,1069.84,7.96,101.03,406.61,630.16,64.19,36
2025-03-14,AST-101,1071.18,8.29,100.76,407.06,628.82,62.59,33
2025-03-15,AST-101,1072.97,8.74,100.41,407.66,627.03,60.43,42
2025-03-16,AST-101,1073.52,8.88,100.3,407.84,626.48,59.78,37
2025-03-17,AST-101,1075.25,9.31,99.95,408.42,624.75,57.7,45
2025-03-18,AST-101,1076.98,9.75,99.6,408.99,623.02,55.62,46
2025-03-19,AST-101,1077.94,9.98,99.41,409.31,622.06,54.47,44
2025-03-20,AST-101,994.26,3.82,102.0,390.45,651.94,84.72,11
2025-03-21,AST-101,1083.98,3.05,106.43,404.0,649.22,81.0,22
2025-03-22,AST-101,1024.89,3.5,104.59,403.12,645.58,85.99,9
2025-03-23,AST-101,1000.35,2.89,105.91,404.93,657.22,88.45,15
2025-03-24,AST-101,1015.51,2.84,103.69,405.87,652.18,88.65,12
2025-03-25,AST-101,1025.48,2.8,105.27,395.19,641.28,88.81,16
2025-03-26,AST-101,1003.56,2.9,102.6,396.29,646.18,88.4,9
2025-03-27,AST-101,1062.35,2.8,104.91,399.89,642.13,86.34,14
2025-03-28,AST-101,1038.43,3.16,106.08,401.67,648.75,87.34,8
2025-03-29,AST-101,1069.81,3.27,108.25,406.86,654.62,82.95,16
2025-03-30,AST-101,1087.73,2.41,104.94,397.34,654.03,82.82,15
2025-03-31,AST-101,1058.49,2.98,103.84,395.81,649.16,86.36,16
2025-04-01,AST-101,1104.35,3.47,106.09,401.85,646.52,75.27,29
2025-04-02,AST-101,1090.92,3.78,108.42,401.79,650.56,76.69,27
2025-04-03,AST-101,1050.7,3.18,104.86,400.23,649.3,87.16,9
2025-04-04,AST-101,1052.43,3.61,104.51,400.81,647.57,85.09,10
2025-04-05,AST-101,1054.31,4.08,104.14,401.44,645.69,82.83,18
2025-04-06,AST-101,1055.07,4.27,103.99,401.69,644.93,81.92,19
2025-04-07,AST-101,1055.96,4.49,103.81,401.99,644.04,80.85,18
2025-04-08,AST-101,1057.16,4.79,103.57,402.39,642.84,79.41,16
2025-04-09,AST-101,1059.11,5.28,103.18,403.04,640.89,77.07,27
2025-04-10,AST-101,1060.43,5.61,102.91,403.48,639.57,75.49,21
2025-04-11,AST-101,1061.65,5.91,102.67,403.88,638.35,74.03,30
2025-04-12,AST-101,1063.12,6.28,102.38,404.37,636.88,72.26,23
2025-04-13,AST-101,1064.73,6.68,102.05,404.91,635.27,70.33,28
2025-04-14,AST-101,1066.06,7.02,101.79,405.35,633.94,68.72,28
2025-04-15,AST-101,1066.76,7.19,101.65,405.59,633.24,67.89,32
2025-04-16,AST-101,1068.2,7.55,101.36,406.07,631.8,66.16,32
2025-04-17,AST-101,1068.94,7.73,101.21,406.31,631.06,65.27,29
2025-04-18,AST-101,1070.25,8.06,100.95,406.75,629.75,63.7,35
2025-04-19,AST-101,1071.13,8.28,100.77,407.04,628.87,62.64,36
2025-04-20,AST-101,1072.91,8.73,100.42,407.64,627.09,60.5,36
2025-04-21,AST-101,1074.53,9.13,100.09,408.18,625.47,58.56,44
2025-04-22,AST-101,1075.87,9.47,99.83,408.62,624.13,56.96,38
2025-04-23,AST-101,1077.46,9.87,99.51,409.15,622.54,55.05,45
2025-04-24,AST-101,1078.94,10.23,99.21,409.65,621.06,53.27,45
2025-04-25,AST-101,1046.05,3.59,104.14,411.04,647.66,85.66,13
2025-04-26,AST-101,1064.08,3.46,104.87,405.38,654.89,83.35,16
2025-04-27,AST-101,1046.68,2.75,97.47,409.8,648.06,88.98,9
2025-04-28,AST-101,1043.48,2.67,103.76,398.34,648.47,89.33,9
2025-04-29,AST-101,1037.39,2.72,105.32,412.01,654.27,89.1,7
2025-04-30,AST-101,1028.64,2.3,107.26,404.64,649.06,90.79,6
2025-05-01,AST-101,1023.12,3.15,110.21,388.25,640.14,87.39,16
2025-05-02,AST-101,1035.29,2.98,104.86,402.2,657.49,88.09,11
2025-05-03,AST-101,1028.04,3.09,105.4,411.9,648.52,87.63,7
2025-05-04,AST-101,1046.65,2.62,103.82,397.28,657.39,89.53,9
2025-05-05,AST-101,1079.76,3.4,107.23,409.2,650.59,80.44,24
2025-05-06,AST-101,1067.95,3.27,100.98,412.71,647.7,83.35,15
2025-05-07,AST-101,1051.71,2.66,105.69,400.43,645.01,89.03,14
2025-05-08,AST-101,1078.49,3.16,109.82,400.34,642.57,81.66,14
2025-05-09,AST-101,1028.47,2.95,105.15,396.32,643.75,88.21,12
2025-05-10,AST-101,1011.88,4.07,103.69,400.53,646.35,83.71,17
2025-05-11,AST-101,1036.21,3.07,105.88,396.25,641.8,87.71,16
2025-05-12,AST-101,1045.83,2.86,101.21,399.21,650.16,88.56,12
2025-05-13,AST-101,1041.16,2.51,99.2,406.19,659.14,89.94,9
2025-05-14,AST-101,1030.47,2.9,105.69,400.78,648.73,88.39,11
2025-05-15,AST-101,1066.19,3.6,103.52,402.12,656.27,82.36,12
2025-05-16,AST-101,1036.73,4.1,103.85,400.4,645.06,83.6,19
2025-05-17,AST-101,1031.33,3.13,107.87,390.26,653.59,87.5,12
2025-05-18,AST-101,1043.86,3.08,108.39,390.25,653.46,87.67,9
2025-05-19,AST-101,1061.54,2.56,107.92,394.5,645.85,87.44,16
2025-05-20,AST-101,1138.58,3.09,103.11,396.66,649.9,69.92,26
2025-05-21,AST-101,1014.12,2.93,102.98,399.25,647.5,88.28,11
2025-05-22,AST-101,1026.36,3.21,106.37,390.4,654.34,87.16,9
2025-05-23,AST-101,1047.08,3.15,107.4,401.69,648.53,87.39,13
2025-05-24,AST-101,1062.48,2.67,103.03,393.7,652.98,86.82,17
2025-05-25,AST-101,1100.9,3.3,103.4,396.17,644.96,76.64,25
2025-05-26,AST-101,1095.91,3.08,106.07,393.11,646.39,78.51,26
2025-05-27,AST-101,1098.18,3.2,105.86,393.34,657.21,77.55,20
2025-05-28,AST-101,1071.68,2.7,102.99,397.03,644.76,84.86,18
2025-05-29,AST-101,1005.49,3.07,103.95,395.4,648.48,87.71,16
2025-05-30,AST-101,1081.3,3.14,102.93,400.06,652.12,81.16,20
2025-05-31,AST-101,1105.35,2.92,104.15,395.2,656.51,77.23,22
2025-06-01,AST-101,1042.07,3.77,103.72,403.83,652.11,84.93,11
2025-06-02,AST-101,1026.73,2.86,105.78,402.57,659.59,88.56,6
2025-06-03,AST-101,1088.97,3.08,108.04,396.78,648.64,79.88,20
2025-06-04,AST-101,986.64,3.39,103.14,397.96,654.77,86.43,15
2025-06-05,AST-101,1066.24,3.3,108.18,405.41,650.82,83.55,21
2025-06-06,AST-101,970.31,3.22,105.18,391.24,654.14,87.12,12
2025-06-07,AST-101,1024.55,2.99,102.95,402.22,647.42,88.06,16
2025-06-08,AST-101,1045.74,3.1,103.94,400.82,642.38,87.59,8
2025-06-09,AST-101,1009.29,3.18,102.98,404.75,651.8,87.3,13
2025-06-10,AST-101,1033.97,2.9,105.03,403.05,644.35,88.41,16
2025-06-11,AST-101,1004.32,2.94,107.6,399.47,651.81,88.22,16
2025-06-12,AST-101,1037.29,2.83,102.19,395.98,648.83,88.68,10
2025-06-13,AST-101,1050.52,3.13,104.9,400.17,649.48,87.38,7
2025-06-14,AST-101,1051.07,3.27,104.79,400.36,648.93,86.72,9
2025-06-15,AST-101,1052.1,3.52,104.58,400.7,647.9,85.48,15
2025-06-16,AST-101,1053.54,3.88,104.29,401.18,646.46,83.75,14
2025-06-17,AST-101,1055.43,4.36,103.91,401.81,644.57,81.48,19
2025-06-18,AST-101,1057.42,4.86,103.52,402.47,642.58,79.1,17
2025-06-19,AST-101,1058.04,5.01,103.39,402.68,641.96,78.36,20
2025-06-20,AST-101,1059.64,5.41,103.07,403.21,640.36,76.43,18
2025-06-21,AST-101,1061.36,5.84,102.73,403.79,638.64,74.36,26
2025-06-22,AST-101,1063.27,6.32,102.35,404.42,636.73,72.08,27
2025-06-23,AST-101,1064.56,6.64,102.09,404.85,635.44,70.53,31
2025-06-24,AST-101,1066.03,7.01,101.79,405.34,633.97,68.77,34
2025-06-25,AST-101,1067.8,7.45,101.44,405.93,632.2,66.64,36
2025-06-26,AST-101,1068.47,7.62,101.31,406.16,631.53,65.84,36
2025-06-27,AST-101,1070.0,8.0,101.0,406.67,630.0,63.99,40
2025-06-28,AST-101,1071.36,8.34,100.73,407.12,628.64,62.37,39
2025-06-29,AST-101,1072.89,8.72,100.42,407.63,627.11,60.53,35
2025-06-30,AST-101,1074.41,9.1,100.12,408.14,625.59,58.7,42
2025-07-01,AST-101,1075.15,9.29,99.97,408.38,624.85,57.82,39
2025-07-02,AST-101,1076.78,9.69,99.64,408.93,623.22,55.87,39
2025-07-03,AST-101,1077.6,9.9,99.48,409.2,622.4,54.88,49
2025-07-04,AST-101,1050.63,3.67,102.49,405.05,646.5,85.2,9
2025-07-05,AST-101,1062.2,3.29,105.73,404.12,652.56,84.41,10
2025-07-06,AST-101,1104.52,2.43,102.23,399.43,641.65,79.37,17
2025-07-07,AST-101,1047.88,2.72,101.85,401.45,647.31,89.13,13
2025-07-08,AST-101,1070.92,2.98,102.25,400.56,652.01,83.89,13
2025-07-09,AST-101,1087.29,2.4,104.83,399.55,651.22,82.95,21
2025-07-10,AST-101,1062.93,3.14,103.86,399.4,647.58,84.86,10
2025-07-11,AST-101,1120.41,2.44,104.97,397.28,656.89,76.18,23
2025-07-12,AST-101,1032.66,2.92,102.46,405.99,645.43,88.31,12
2025-07-13,AST-101,1045.05,2.57,102.95,402.06,650.82,89.7,7
2025-07-14,AST-101,1057.17,2.87,105.23,398.05,647.19,87.07,16
2025-07-15,AST-101,1025.87,2.95,106.15,402.48,644.76,88.2,15
2025-07-16,AST-101,1031.99,3.2,104.11,410.01,650.77,87.2,9
2025-07-17,AST-101,1051.71,3.43,104.66,400.57,648.29,85.95,19
2025-07-18,AST-101,1053.12,3.78,104.38,401.04,646.88,84.26,17
2025-07-19,AST-101,1054.06,4.01,104.19,401.35,645.94,83.13,21
2025-07-20,AST-101,1055.29,4.32,103.94,401.76,644.71,81.65,16
2025-07-21,AST-101,1055.87,4.47,103.83,401.96,644.13,80.95,24
2025-07-22,AST-101,1056.42,4.61,103.72,402.14,643.58,80.29,24
2025-07-23,AST-101,1058.18,5.05,103.36,402.73,641.82,78.18,18
2025-07-24,AST-101,1059.74,5.43,103.05,403.25,640.26,76.31,28
2025-07-25,AST-101,1061.05,5.76,102.79,403.68,638.95,74.74,26
2025-07-26,AST-101,1062.22,6.05,102.56,404.07,637.78,73.34,24
2025-07-27,AST-101,1063.44,6.36,102.31,404.48,636.56,71.87,33
2025-07-28,AST-101,1064.23,6.56,102.15,404.74,635.77,70.93,26
2025-07-29,AST-101,1065.13,6.78,101.97,405.04,634.87,69.84,31
2025-07-30,AST-101,1066.58,7.14,101.68,405.53,633.42,68.11,35
2025-07-31,AST-101,1067.16,7.29,101.57,405.72,632.84,67.41,31
2025-08-01,AST-101,1069.09,7.77,101.18,406.36,630.91,65.1,33
2025-08-02,AST-101,1070.99,8.25,100.8,407.0,629.01,62.81,39
2025-08-03,AST-101,1072.76,8.69,100.45,407.59,627.24,60.69,38
2025-08-04,AST-101,1074.2,9.05,100.16,408.07,625.8,58.97,44
2025-08-05,AST-101,1074.97,9.24,100.01,408.32,625.03,58.04,38
2025-08-06,AST-101,1076.11,9.53,99.78,408.7,623.89,56.67,40
2025-08-07,AST-101,1077.7,9.92,99.46,409.23,622.3,54.76,49
2025-08-08,AST-101,1030.69,3.63,106.61,397.08,644.96,85.47,16
2025-08-09,AST-101,1034.56,2.93,104.08,402.83,649.31,88.27,16
2025-08-10,AST-101,1044.54,3.06,107.77,401.75,642.96,87.76,7
2025-08-11,AST-101,1097.55,3.11,102.91,396.56,650.08,78.05,24
2025-08-12,AST-101,1110.31,3.02,106.71,392.18,648.87,75.85,29
2025-08-13,AST-101,1066.97,2.51,103.31,392.42,657.96,86.55,18
2025-08-14,AST-101,1038.74,2.47,102.93,398.55,644.6,90.12,10
2025-08-15,AST-101,1070.69,2.82,106.04,398.45,643.02,84.6,10
2025-08-16,AST-101,997.26,2.23,102.53,388.99,642.32,91.08,8
2025-08-17,AST-101,1089.56,3.05,105.7,403.29,652.37,79.89,19
2025-08-18,AST-101,1049.22,2.87,101.28,397.95,645.59,88.52,10
2025-08-19,AST-101,1049.93,3.03,103.96,398.77,652.25,87.87,14
2025-08-20,AST-101,1062.09,2.54,102.1,400.49,647.0,87.41,8
2025-08-21,AST-101,1056.02,3.38,105.75,402.77,651.37,85.27,9
2025-08-22,AST-101,1012.74,3.03,104.52,401.18,643.31,87.88,17
2025-08-23,AST-101,1054.32,2.48,103.77,392.29,659.35,89.2,8
2025-08-24,AST-101,1062.3,2.83,103.52,407.52,647.33,86.23,14
2025-08-25,AST-101,1070.89,2.73,103.66,397.82,650.47,84.92,16
2025-08-26,AST-101,1038.55,2.01,105.64,409.01,659.63,91.97,10
2025-08-27,AST-101,981.2,2.28,105.37,401.94,662.78,90.87,11
2025-08-28,AST-101,1067.52,3.52,106.12,396.3,645.0,82.41,13
2025-08-29,AST-101,1061.11,2.37,103.53,398.25,649.06,88.29,13
2025-08-30,AST-101,1038.15,2.82,103.38,393.28,651.19,88.73,8
2025-08-31,AST-101,1089.1,3.09,107.75,398.52,653.96,79.82,24
2025-09-01,AST-101,1011.63,3.59,103.3,400.01,649.7,85.64,9
2025-09-02,AST-101,1043.88,3.17,101.88,386.81,645.33,87.31,16
2025-09-03,AST-101,1035.93,2.73,106.16,398.45,650.93,89.09,14
2025-09-04,AST-101,1073.9,2.97,106.92,403.07,661.28,83.35,17
2025-09-05,AST-101,1035.28,2.23,102.01,394.41,651.75,91.09,6
2025-09-06,AST-101,1008.17,3.2,105.98,398.46,643.36,87.18,12
2025-09-07,AST-101,1006.41,3.31,106.02,399.34,655.68,86.75,18
2025-09-08,AST-101,1093.07,3.19,108.42,407.04,647.43,78.61,16
2025-09-09,AST-101,1109.0,3.15,102.69,402.71,646.83,75.6,27
2025-09-10,AST-101,1043.34,2.85,107.98,405.54,651.51,88.61,14
2025-09-11,AST-101,1104.19,3.48,106.07,395.2,652.84,75.24,19
2025-09-12,AST-101,1070.46,2.97,106.69,391.51,656.66,84.03,16
2025-09-13,AST-101,1017.9,2.78,105.65,394.72,648.49,88.87,16
2025-09-14,AST-101,1025.78,2.68,106.47,390.6,644.12,89.27,12
2025-09-15,AST-101,1046.37,3.23,104.9,399.11,651.85,87.07,10
2025-09-16,AST-101,1026.28,3.27,102.55,405.71,657.79,86.92,18
2025-09-17,AST-101,1037.58,2.64,105.3,394.37,652.92,89.45,12
2025-09-18,AST-101,1024.72,2.8,104.17,396.75,646.97,88.79,15
2025-09-19,AST-101,1035.57,2.42,101.03,402.22,654.79,90.32,5
2025-09-20,AST-101,1088.62,2.76,104.39,407.86,647.14,81.22,17
2025-09-21,AST-101,987.75,2.84,106.61,399.39,639.2,88.65,9
2025-09-22,AST-101,1005.15,2.36,108.73,398.19,652.4,90.56,9
2025-09-23,AST-101,1074.51,3.38,107.15,394.95,643.35,81.57,17
2025-09-24,AST-101,1083.43,3.84,104.38,393.07,645.0,77.95,27
2025-09-25,AST-101,1078.83,2.84,99.04,401.2,648.93,82.86,21
2025-09-26,AST-101,1098.51,2.52,104.25,400.69,650.79,80.21,19
2025-09-27,AST-101,1069.29,2.62,101.46,401.95,658.07,85.67,9
2025-09-28,AST-101,1042.64,3.39,103.71,397.62,639.69,86.43,9
2025-09-29,AST-101,1051.64,2.54,104.99,403.95,646.07,89.5,7
2025-09-30,AST-101,1094.46,3.41,104.3,391.74,652.45,77.45,24
2025-10-01,AST-101,1072.28,2.87,107.06,396.85,652.57,84.06,17
2025-10-02,AST-101,1047.67,2.52,105.24,400.65,652.24,89.92,11
2025-10-03,AST-101,1092.71,2.75,105.87,404.33,655.28,80.46,22
2025-10-04,AST-101,1067.38,2.59,105.74,398.68,654.59,86.15,12
2025-10-05,AST-101,1067.87,3.05,102.61,399.19,647.33,84.22,10
2025-10-06,AST-101,1034.94,1.93,105.67,401.48,650.61,92.26,5
2025-10-07,AST-101,976.08,2.81,109.76,400.86,652.39,88.78,14
2025-10-08,AST-101,1076.49,2.81,105.93,403.39,646.07,83.47,11
2025-10-09,AST-101,1055.75,3.39,103.53,407.57,649.09,85.28,12
2025-10-10,AST-101,1115.08,3.06,106.32,402.36,647.66,74.76,22
2025-10-11,AST-101,1085.87,2.69,104.43,397.45,645.53,82.08,22
2025-10-12,AST-101,1068.35,3.14,103.21,402.18,653.23,83.76,14
2025-10-13,AST-101,1077.49,3.58,105.35,398.94,641.95,80.19,22
2025-10-14,AST-101,1083.11,2.62,107.68,398.13,658.66,82.9,15
2025-10-15,AST-101,1014.85,2.55,106.43,394.72,650.76,89.79,6
2025-10-16,AST-101,1096.39,3.33,106.86,403.52,651.69,77.39,24
2025-10-17,AST-101,1098.96,2.37,103.76,395.49,643.51,80.73,19
2025-10-18,AST-101,1024.49,3.79,108.49,401.9,645.53,84.86,20
2025-10-19,AST-101,1049.64,2.94,103.93,398.9,648.44,88.24,6
2025-10-20,AST-101,1059.7,3.41,106.43,407.64,650.31,84.42,11
2025-10-21,AST-101,1064.4,3.12,102.22,404.5,651.99,84.65,13
2025-10-22,AST-101,1099.16,3.28,104.91,398.46,652.96,77.03,25
2025-10-23,AST-101,1072.13,3.62,101.95,395.73,646.3,81.1,21
2025-10-24,AST-101,984.44,3.37,104.83,400.75,644.82,86.54,17
2025-10-25,AST-101,1038.54,2.53,108.36,399.71,642.14,89.87,7
2025-10-26,AST-101,1023.38,3.16,104.11,405.38,638.05,87.35,10
2025-10-27,AST-101,1060.29,3.95,106.16,392.74,642.99,82.16,12
2025-10-28,AST-101,997.03,2.59,103.14,399.41,654.64,89.62,9
2025-10-29,AST-101,1063.42,3.59,107.89,408.45,647.05,82.97,13
2025-10-30,AST-101,1051.35,3.34,104.73,400.45,648.65,86.38,11
2025-10-31,AST-101,1052.18,3.55,104.56,400.73,647.82,85.38,9
2025-11-01,AST-101,1054.07,4.02,104.19,401.36,645.93,83.12,14
2025-11-02,AST-101,1054.75,4.19,104.05,401.58,645.25,82.3,16
2025-11-03,AST-101,1056.49,4.62,103.7,402.16,643.51,80.21,14
2025-11-04,AST-101,1058.43,5.11,103.31,402.81,641.57,77.89,25
2025-11-05,AST-101,1059.97,5.49,103.01,403.32,640.03,76.03,28
2025-11-06,AST-101,1060.87,5.72,102.83,403.62,639.13,74.95,22
2025-11-07,AST-101,1062.42,6.11,102.52,404.14,637.58,73.09,27
2025-11-08,AST-101,1063.83,6.46,102.23,404.61,636.17,71.4,24
2025-11-09,AST-101,1064.65,6.66,102.07,404.88,635.35,70.42,24
2025-11-10,AST-101,1065.54,6.88,101.89,405.18,634.46,69.36,35
2025-11-11,AST-101,1066.8,7.2,101.64,405.6,633.2,67.84,31
2025-11-12,AST-101,1067.83,7.46,101.43,405.94,632.17,66.61,28
2025-11-13,AST-101,1069.03,7.76,101.19,406.34,630.97,65.17,32
2025-11-14,AST-101,1070.27,8.07,100.95,406.76,629.73,63.68,36
2025-11-15,AST-101,1072.13,8.53,100.57,407.38,627.87,61.44,40
2025-11-16,AST-101,1074.1,9.03,100.18,408.03,625.9,59.08,39
2025-11-17,AST-101,1075.12,9.28,99.98,408.37,624.88,57.85,44
2025-11-18,AST-101,1076.74,9.69,99.65,408.91,623.26,55.91,44
2025-11-19,AST-101,1078.13,10.03,99.37,409.38,621.87,54.24,49
2025-11-20,AST-101,1058.0,2.29,103.24,399.93,647.58,89.24,15
2025-11-21,AST-101,1084.75,3.52,104.86,397.69,651.2,78.97,17
2025-11-22,AST-101,1053.2,2.27,107.58,396.58,651.05,90.27,13
2025-11-23,AST-101,1115.86,2.93,101.57,393.9,647.69,75.13,24
2025-11-24,AST-101,1071.0,3.32,109.05,398.69,649.99,82.52,17
2025-11-25,AST-101,1057.29,2.67,102.29,392.15,648.18,87.88,12
2025-11-26,AST-101,1028.51,3.04,102.73,397.51,646.95,87.85,10
2025-11-27,AST-101,1060.03,3.02,109.11,404.89,649.43,85.91,15
2025-11-28,AST-101,1040.81,3.04,107.21,410.93,652.61,87.84,17
2025-11-29,AST-101,1070.91,3.5,100.1,389.32,642.07,81.83,13
2025-11-30,AST-101,1071.55,3.86,102.06,393.26,645.42,80.25,23
2025-12-01,AST-101,1083.71,2.8,107.11,398.88,646.43,82.08,16
2025-12-02,AST-101,1054.64,2.81,108.28,404.27,649.7,87.82,17
2025-12-03,AST-101,971.41,2.52,103.21,397.57,651.81,89.93,11
2025-12-04,AST-101,1022.26,3.48,101.6,404.4,651.93,86.09,8
2025-12-05,AST-101,1057.46,2.96,102.0,402.39,652.78,86.67,12
2025-12-06,AST-101,1069.72,2.69,106.69,401.88,652.45,85.3,9
2025-12-07,AST-101,1072.18,3.12,104.55,396.25,649.77,83.09,21
2025-12-08,AST-101,1032.52,3.13,108.9,398.22,650.77,87.49,17
2025-12-09,AST-101,1042.9,3.27,107.79,402.19,650.48,86.92,15
2025-12-10,AST-101,1026.84,3.33,107.36,401.75,647.64,86.69,9
2025-12-11,AST-101,1102.28,3.37,105.89,397.98,652.87,76.07,24
2025-12-12,AST-101,1042.34,3.75,103.8,404.89,657.76,85.01,11
2025-12-13,AST-101,1039.45,2.92,107.47,392.79,645.46,88.33,9
2025-12-14,AST-101,1053.5,3.65,104.5,407.28,651.04,84.68,20
2025-12-15,AST-101,1027.98,2.68,103.9,402.19,653.1,89.28,6
2025-12-16,AST-101,1084.58,2.2,97.73,398.82,654.51,84.3,14
2025-12-17,AST-101,1078.39,2.36,106.14,397.24,645.79,84.86,11
2025-12-18,AST-101,1123.69,2.84,104.96,395.94,648.28,73.91,31
2025-12-19,AST-101,1005.23,3.06,103.4,404.16,648.91,87.74,12
2025-12-20,AST-101,1087.09,3.55,106.81,401.02,652.44,78.37,23
2025-12-21,AST-101,1073.92,2.64,102.68,398.39,657.36,84.67,18
2025-12-22,AST-101,1060.79,3.57,104.41,398.19,647.56,83.55,20
2025-12-23,AST-101,1006.06,2.93,108.0,403.98,645.06,88.29,13
